revenue,total_customers,amt_flour,amt_tomatoes,amt_cheese
10838.105598930764,640.984928107996,39.468029565537144,216.9660822477853,150.96311519184727
13403.35388787588,712.5910242791048,47.17219814530151,233.06947653127438,164.58318152222074
11962.01289666069,654.1076061068703,42.53673100897663,218.40009788234687,161.31206333589734
11945.41928442705,717.2417087811776,48.357115846548844,225.52157043865628,169.56430848831172
14974.59310979858,794.5001988835045,51.34896335728657,267.55686274137827,195.02934020783553
10411.485837315384,662.2949335062234,37.56035429348486,180.53997746079077,143.86353978184914
12836.692353307468,721.7868693349774,43.12911453614039,233.753876703222,161.1795422886282
12259.144163643414,683.111956992899,46.37790152769792,221.44739374376405,165.84364736256234
11676.927866825148,687.7764251749342,45.79115360677235,230.3359016945821,155.08990869133612
12768.526472933323,715.4825222225012,46.52386511877422,227.4471996201337,165.96705252942348
12535.307016406621,690.8610867471958,43.27440830124432,229.28413887240842,165.06066417182552
12249.836108298237,640.0265854855645,41.54233782973727,188.4567134299421,148.76223781601647
12792.861757119015,724.6318144644803,45.66930807764883,220.31766796227873,157.4569468839224
13165.193001713462,680.9033232923845,46.130909781463295,242.32799571056816,160.9693657789303
12103.71878132551,679.2200761056562,43.226846353042966,217.75250082111847,163.06621880552387
9416.286847490497,678.5043095508489,40.86007630255635,193.17830280645558,139.54909684960262
10021.615169250279,597.1913634092259,37.89302382582179,201.00207539431878,141.9002632014115
15168.27052019685,757.5936558718679,56.10250062026696,254.56437554371595,176.44568449537527
11117.855849021322,666.0845603402765,39.41646576202274,207.0623104633432,147.02952697915026
11354.242120917093,688.8858106092272,47.94228186327598,213.029799186799,159.81907717999653
12354.571377647757,740.0931045188872,48.27397188084374,252.3556503259924,170.1579134263592
13002.966356629235,721.7256102021273,48.327124209190565,223.09530936711778,167.05130830164356
12136.355540775212,716.7784255832976,43.9036998527673,195.63289432050573,151.0534405099222
12938.736679912909,720.6324690248109,50.58358181498828,232.8432299232336,165.50385455851443
13218.596201910566,752.9329224261593,45.48191041175657,228.93379084992102,182.2705275067309
12070.494396837214,666.1536202291857,41.607734701810145,206.64988078958643,164.58711449053143
12789.515685755126,730.959420640828,50.6543204000615,247.17003666783552,168.52767524417214
12780.950966811248,671.9463467507446,41.20343120785131,214.2529488388679,170.12009284985464
12861.550621518358,741.5376197838743,46.61293942258681,243.7813528017126,164.0736050989392
10483.348969148212,685.1784186003866,39.34346082461977,214.70692919876367,155.12298940309282
11864.530609599711,683.3934841085455,42.98415481042895,195.9784766327145,156.01013821762902
12430.704962668759,718.5736296914368,53.06617653091972,222.91371324628412,166.60939978617805
10979.574971702143,672.5226719196619,47.03141208678744,199.75015930994522,154.52872876163514
13997.89482340715,735.0493478646185,50.81416532104729,257.2286136824973,173.1470286152676
14642.77502844722,733.816299018149,50.63148580949644,232.59978715649913,172.39730351470376
12829.33817525106,695.8225209206353,45.856361138078526,215.84346322785797,165.64206486859882
14279.043497587489,755.9124140511381,44.79739624831604,247.20415946841425,177.08290159552482
12356.403850457256,690.6072485459047,42.39718653366333,223.99427059304836,156.64310574425903
12060.57354625508,691.1870988639441,45.74129871106717,235.33470094005938,159.4466014779269
10933.820424776148,639.1335633690757,42.45488390796642,208.12667050948468,156.9361398948113
12337.001552359074,661.7630135031541,46.38199802545929,224.69212702284548,157.993510861888
14930.839863348203,725.6284698932596,52.94704983340111,247.59597984767058,165.94111445818572
13005.682712812526,679.2287895157929,45.670255129948316,214.6128584880045,155.82367267748495
12369.552811735526,742.6842014156188,43.35885673727919,220.82133040008085,165.68325073100638
13208.012630432908,697.4847459139133,44.189312886952195,219.42740078042266,151.08648992018007
12108.352161201075,704.6511227240753,45.32592604717841,229.7903963024286,163.23068390056216
13759.474979668172,712.2202327588597,46.9651289942629,232.86953997085988,166.96786353490677
11941.081073288668,692.1593953886172,41.580746848489234,232.61070518340966,155.08176975956212
15026.013407499191,731.8211255328761,52.86275318600017,272.3035554135096,165.68299738630685
12825.126766355595,679.6341874164823,43.635188685654,242.4778011211722,173.31324266722265
12668.280580358649,705.977096290502,46.40914335533727,241.6092633550698,167.54440020910192
10736.712631706263,684.1086976869595,43.47018402137721,202.28248101726925,150.95410881465375
10124.361229433036,648.3741191865404,39.961305511523854,185.6359791881003,137.73506850245778
12397.221376474334,715.4762730537863,47.287945388084296,221.40355681753041,163.2020375438067
12261.532589660328,694.963816204219,46.08060827560138,225.44307228425308,151.95826168310077
12240.196750742301,664.3784060219716,43.64148144013891,223.58032445436106,164.72614397353456
14090.838790882946,729.0435078776061,42.392252573465065,231.55739674852435,169.16774665755815
12117.375166989748,669.6827488582388,49.08751010425461,210.78119091525195,160.80496806201603
13574.825101286675,733.7393553538876,45.24056859878161,236.0993914429437,168.33936215456433
12056.578998808709,685.3330235038729,41.835293536628186,219.52315802638734,158.48682554966706
11558.905659489405,658.2617292690295,42.5913170969049,208.84356797150227,147.99143236166339
12066.839271186207,652.1257174410297,45.90039025598107,201.1680237123594,154.85064583248243
9151.220508459552,668.8138363677307,34.99403836121252,170.67238279217955,137.99596045125642
11483.461103953408,677.5477766552327,42.35293403004753,214.83487022697975,148.63959125053663
11126.065589554752,658.0361224868332,45.122528245755966,214.1302671621884,159.52992302230805
12239.739238471886,712.8134321589716,47.583021770731214,239.01239931999157,169.64976870373965
14396.95263083596,756.5118453617683,46.59845277679605,246.01456947413942,167.64094439993087
11242.110294194708,677.6393565238529,46.828255608340896,191.7448077299478,161.9191758813939
11056.806377796178,653.8022026889798,40.26990186726121,204.68057134819483,154.63930894644648
13224.112400866667,678.0754489867127,45.75141055417797,217.78257315939726,166.80453019801433
14548.080449486051,735.2108542329696,53.24939525527937,253.34946408321198,163.83286823199902
11732.875717786888,659.6414729372375,40.93417976001341,185.6597706323044,152.65672251345063
12266.01324413681,698.4501674693843,46.80205994708527,212.35879815533556,154.20663923344304
12777.052798418954,699.8764099053417,40.258327175411694,230.50067317525566,162.32064296350967
11396.135738458917,716.591740161034,41.50299693401489,218.25752583897778,143.94900938516508
11906.001073498292,683.1982221111193,42.711164078377664,230.77672024460173,152.4171364004602
13271.411125661865,692.262994083339,44.09743119657616,235.74084284355965,161.0837529962547
12545.102521589128,706.5005928374396,45.55481090629813,223.7211430355414,163.00498181457237
12219.975456890963,699.3925773816565,43.18226398419773,217.4638050276834,160.2621208745045
11496.351573658294,698.9202256562031,45.06677382219126,239.44307243584905,158.45075980590727
11923.816991155245,719.5934475265212,49.29360434489345,226.3165681124715,163.02145615747241
11959.854313149503,655.3917116424026,42.82301872075851,204.7582104683361,146.79777335645431
12595.90170387943,698.7387914451639,49.44291197414035,270.1550345339721,176.99881648991473
12727.24593970719,683.2251113419413,44.21575409201326,217.21789174185142,155.22641949744937
11833.638662186475,671.7100862523301,41.23788023057961,213.40857228802165,160.0338914402689
13111.989362196713,739.1553906929561,48.98163860558071,237.79832591257417,170.1548396140858
13048.061535140001,698.27719898091,44.831228490308085,224.08264509605323,170.042333597959
9521.931893160201,622.0395115233206,37.880918267245136,193.83349411154208,141.46164710658192
14604.457897301825,726.5724503735064,50.404477525948224,245.1875086312368,170.11819036106624
13885.67316337848,729.5481812349419,51.27457845522777,255.99943670022245,170.55347718057013
14273.108908467913,734.772359485322,49.083828208147786,244.17728759105879,173.46430310137876
10669.789641367652,684.7019219216812,42.14409166444862,194.90581182133033,143.56268495490772
13014.482788426627,724.680452244983,48.51883486680727,215.5959115622201,157.33267054729188
11558.742873498024,673.9052942450497,41.546310539367916,232.87684142723128,159.86612571767304
12985.911783494796,679.2727598056654,40.86397290902863,198.47109673556648,151.36992337649062
15125.90769896636,745.3227531849013,53.95401625185124,265.7937378365114,182.27888345106362
11217.01637293936,692.3804765603171,42.43920658954805,222.623997257683,151.54646476913067
14220.06336777896,714.8673972670651,50.126519703921474,247.4808421475108,183.27409766256713
13457.833510673692,703.4117584504493,48.43692665203899,242.94090668350543,169.38497953533502
11893.040648382314,689.4560685540254,44.50767133507824,210.86977360667834,151.3412037069072
10704.095812704252,634.0970195138057,35.085176414811244,178.71514789270816,140.45554480175156
12913.9302275375,717.6321788571479,45.65955252250062,218.8450749778116,160.76326435091505
12905.38336082918,721.8274957526302,46.75007119694753,245.98320934875383,163.9251080683558
12882.376298776115,736.8296024941826,47.3236033000705,243.34315275123038,165.3038656926215
11937.650082455139,677.7355193488684,44.59510208939434,226.6459171733245,152.28337834496003
13441.560435963922,757.3124661217671,52.09737538447298,259.41139453385404,162.75108057440247
14052.838677367095,752.9851579614514,50.995935369248016,270.15420981819796,169.10888250579862
11483.319432591603,718.1740602489207,42.74606465705841,211.12239650448484,160.33663305525818
12819.979864341956,704.4830691203651,46.28689129238564,219.9289201380449,164.46193974529427
11581.839122252335,656.0060260315383,42.43892780272963,189.4713438725255,153.65098871746534
12496.944024971308,694.1776631559063,44.753320988634684,229.5743515345137,162.01695421565304
12565.190335197363,705.1282816162998,46.29068671956585,227.97512622994319,161.41986671093122
13033.125642895584,707.6799016559712,46.735576118629176,248.66651291868544,154.00976008772167
13978.361256630184,692.4617521431265,44.67672907408035,218.68677654186982,170.27173653553746
12904.567663445572,699.2670550647584,42.56532737780744,220.85899174608352,151.82393949960118
13622.818268984627,756.391442743988,50.932657755491405,241.867186766331,165.79135626159874
11016.181535592688,709.9341733874295,38.29992184880616,231.6459158006803,166.1643176255408
12422.681194825798,670.0371731131168,46.43915462409399,226.2204387050928,171.33331729616268
16024.014411297434,770.4452067633041,52.22268960115287,268.45010474381365,175.58118973589464
10860.265070878522,703.4926325681306,38.66267176834001,211.85231613834978,148.47958098434523
11788.869582126381,700.1451341313322,42.13850374259994,218.06250522662475,155.10016434616796
12534.355376054287,681.3976998391819,39.91352880429149,179.94198897389703,154.0550075380474
12030.567496736207,705.3414380477582,42.671653486609124,217.10911470448653,164.63129315154737
12306.914954200893,708.899962389221,40.800589669305744,200.55148682218785,162.62272182911826
13319.178917033169,674.0861824627242,45.995210662080794,240.45201109915334,165.93560740784397
12300.234692742446,710.8149950118795,44.327706878258624,214.42156138212297,162.3079172448029
9920.588176493311,622.4995204239959,42.181918802552744,180.20559498874118,141.10394468104604
13303.71053046581,724.8246676998803,43.585692985195685,250.62308896146862,167.65535689164537
11859.733911592226,687.2770433481013,45.357468676850765,232.0088179036321,165.04765867658142
10164.726970372492,655.6130051681887,38.47703993178881,175.57095567494238,146.67083351029126
12345.465966822803,681.9736222151557,47.73156648536989,219.32919219438622,147.41010065476007
13399.443542629726,740.1253058296983,46.89045876260001,242.04121304143305,167.20929340291633
12781.69315088767,693.1246083496723,47.37248227108403,218.27508331841116,166.25773132876074
14879.472433115734,768.1135638587001,51.98297129888808,253.04565105652298,170.91176633806785
14114.084301995419,757.2769477595253,49.910546876789994,259.2899387135472,162.47203771272535
12480.255863292823,705.8132297358744,41.80555284017063,226.22357936570702,156.7963686321622
11511.646664939313,699.8557108911673,40.43141635038938,221.88229365891343,153.39348353376664
12651.535690212195,737.196602372357,47.256600600647005,227.20694670384904,167.46272325946495
13157.948240708523,724.4079502790552,42.38877083487905,239.74140414177836,159.44995368860373
12596.73493656681,645.1182179041612,43.17585516855803,211.96724518477532,153.14214762940637
11369.946991202589,653.4518356849887,38.49762519729716,196.63003222687877,157.18900816207207
11252.337222024358,680.2142776885166,46.094265609073446,229.18278026805595,146.01042070221678
12896.817863199589,739.2864985836275,48.73240075272288,242.24989977094157,176.2661622202781
14868.63663693046,726.6971165319457,50.09574123263501,251.15373226024965,168.72022601976806
14160.102889135222,737.8702475512086,46.725616490966566,238.063424152375,162.4958278059143
